trip_id,fecha_local,monto_bruto,duracion_min,distancia_km,estado,eficiencia_por_km,ciudad,origen,destino
4d398afe-6a7e-4991-8572-448e240afd74,2024-06-27 21:54:26,168.91,35.6,23.9,COMPLETED,7.07,Valle de México,"Vallejo, 07870 Gustavo A. Madero, Ciudad de México, MX","Calle 29, 57950 Ciudad Nezahualcóyotl, México, MX"
190a3cee-f4e7-4d4c-914f-035e951d54f6,2024-06-28 00:33:04,75.55,16.23,7.78,COMPLETED,9.71,Valle de México,"Centro, 06020 Cuauhtémoc, Mexico City, MX","Col Peñón de los Baños, 15620 Venustiano Carranza, DF, MX"
ab720837-8301-414e-b15f-29590dd3e699,2024-06-28 18:49:50,69.67,19.07,6.45,COMPLETED,10.8,Valle de México,"Chicle 262, 08400 Iztacalco, Ciudad de México, MX","Obrera, 06800 Cuauhtémoc, Ciudad de México, MX"
1b1ad223-1fac-4a87-ad4e-417e83fe4c93,2024-07-04 20:10:25,55.23,13.0,5.68,COMPLETED,9.72,Valle de México,"Paseo De La Reforma, 06300 Cuauhtémoc, Ciudad de México, MX","Lago Bangueolo, México D.F., 11520 Ciudad de México, MX"
e4f4dbd4-cd7c-4468-a5d4-bc8218fdb0f4,2024-07-04 20:22:06,86.6,16.75,14.26,COMPLETED,6.07,Valle de México,"Eqpto Bosque de Chapultepec I Sección, 11580 Miguel Hidalgo, Ciudad de México, MX","Valentín Gómez Farías, 15010 Venustiano Carranza, Ciudad de México, MX"
a7d7cc99-c35f-493d-9045-7e92ff0d90ae,2024-07-05 00:33:52,35.86,3.9,2.95,COMPLETED,12.16,Valle de México,"56208 Texcoco, México, MX","Camino Viejo a Chapingo, 56150 Salitrería, México, MX"
5f3b6cb2-507c-4cbb-b095-f21a880254cd,2024-07-05 17:56:44,101.29,30.47,13.01,COMPLETED,7.79,Valle de México,"Felipe Ángeles y Canario, Col Bellavista Álvaro Obregón, 01140 Ciudad de México, CMX, MX","San Simón Tolnáhuac, 06920 Cuauhtémoc, Ciudad de México, MX"
b56ed693-6da3-413f-8269-5a5234df5d1d,2024-07-05 18:34:49,106.29,32.8,17.16,COMPLETED,6.19,Valle de México,"Santa María La Ribera, 06400 Cuauhtémoc, Ciudad de México, MX","Calz. de Tlalpan, México D.F., 04220 Ciudad de México, MX"
aa019e7e-bd33-4938-be4f-f742b90106b0,2024-07-05 19:17:40,60.92,10.73,4.31,COMPLETED,14.13,Valle de México,"Col Xoco, 03330 Benito Juárez, DF, MX","Del Valle Norte, 03103 Benito Juárez, Mexico City, MX"
3c383036-c2a2-41fc-b739-d50e620b22ed,2024-07-05 19:17:42,81.78,16.82,11.51,COMPLETED,7.11,Valle de México,"Piedad Narvarte, 03000 Benito Juárez, Ciudad de México, MX","Calle Árbol del Fuego, México D.F., 04380 Ciudad de México, MX"
19de6048-1fed-4c48-b0ce-a926d8c1bf29,2024-07-05 22:00:36,32.25,8.42,3.8,COMPLETED,8.49,Valle de México,"01090 Álvaro Obregón, CMX, MX","Jiumate, México D.F., 04369 Ciudad de México, MX"
b8d35b7c-35d6-4e6e-9891-bfb630fed816,2024-07-06 16:50:30,167.84,43.35,29.07,COMPLETED,5.77,Valle de México,"Col Santa Martha Acatitla, 09510 Iztapalapa, CMX, MX","C. Lago Mayor, México D.F., 11320 Ciudad de México, MX"
bb092cb6-1f51-4a1f-a374-0f184161bf98,2024-07-06 17:50:54,96.45,31.3,11.13,COMPLETED,8.67,Valle de México,"Pensil San Juanico, 11440 Miguel Hidalgo, Ciudad de México, MX","Moctezuma Primera Sección, 15500 Venustiano Carranza, Ciudad de México, MX"
b4ba481a-a4a5-4cbf-b072-643962db3fa5,2024-07-06 19:37:00,88.0,22.02,10.34,COMPLETED,8.51,Valle de México,"Pza Garibaldi, Col Centro Cuauhtémoc, 06010 Ciudad de México, Ciudad de México, MX","Av Parque de Chapultepec, México D.F., 11200 Estado de México, MX"
60f70880-896f-43ea-b042-a47a1fb200ff,2024-07-06 22:13:23,59.83,16.52,10.34,COMPLETED,5.79,Valle de México,"Agrícola Oriental, 08500 Iztacalco, Ciudad de México, MX","La Asunción, 08600 Iztacalco, Ciudad de México, MX"
8113b965-4545-4d90-a342-cdbd6e76446d,2024-07-06 22:33:14,86.79,12.87,11.59,COMPLETED,7.49,Valle de México,"Jamaica, 15800 Venustiano Carranza, Ciudad de México, MX","Col Polanco V Sección, 11560 Miguel Hidalgo, DF, MX"
673acff8-4884-4229-b4c6-6e9264dc744d,2024-07-06 23:00:17,44.34,13.42,6.1,COMPLETED,7.27,Valle de México,"Col Reforma, 06600 Cuauhtémoc, DF, MX","C. Frambuesa, México D.F., 02820 Ciudad de México, MX"
a9ebfb32-8cc7-4c45-92c0-3e2ead6ee876,2024-07-07 15:20:37,193.44,59.63,30.76,COMPLETED,6.29,Valle de México,"Calle Tercera San Gabriel, 56250 San Miguel Coatlinchán, México, MX","Ignacio Zaragoza, 15000 Venustiano Carranza, Ciudad de México, MX"
38b75fa1-9f93-4e5d-8998-3bea408aa898,2024-07-07 17:07:17,64.69,6.95,2.96,COMPLETED,21.85,Valle de México,"San Rafael Atlixco - Eje 4 Sur, 09020 Ciudad de México, Ciudad de México, MX","Av Gral Ignacio Zaragoza, Col Agrícola Oriental Iztacalco, 08500 Ciudad de México, Ciudad de México, MX"
74ead05d-a884-4425-bab9-6f6f95dd9103,2024-07-07 17:22:43,153.79,39.17,23.37,COMPLETED,6.58,Valle de México,"Av. Constitución de Apatzingán, México D.F., Ciudad de México, MX","Cam. Viejo a San Pedro Mártir, México D.F., 14630 Ciudad de México, MX"
f21e86eb-c0b2-4556-9263-56f75817067c,2024-12-11 15:24:45,347.55,19.0,47.85,COMPLETED,7.26,Valle de México,"Calle Pensamientos de la Nación, 56225 Lomas de San Esteban, México, MX","16 de Marzo de 1861, México D.F., 09310 Ciudad de México, MX"
6da7176f-7150-49a5-94ff-5db5b9c1444d,2024-12-11 16:58:43,87.68,17.58,7.51,COMPLETED,11.68,Valle de México,"09310 Iztapalapa, Ciudad de México, MX","Agrícola Pantitlán, Pantitlán, 08100 Iztacalco, Ciudad de México, MX"
debf6aaf-0707-487a-b956-a4ecd95b68a9,2024-12-11 17:34:56,313.84,33.95,12.24,COMPLETED,25.64,Valle de México,"15750 Venustiano Carranza, Ciudad de México, MX","Calle Ignacio Zaragoza, 57940 Ciudad Nezahualcóyotl, México, MX"
b63ea643-2e79-4572-8229-a0e08f8d987a,2024-12-11 18:12:50,173.26,0.0,27.82,COMPLETED,6.23,Valle de México,"C. 1, México D.F., 57718 Ciudad de México, MX","Tlaltelolco, Tlalnepantla, 54180 Estado de México, MX"
5b714673-96a8-406f-ba2a-ee928adbac39,2024-12-11 18:37:04,330.36,55.37,33.7,COMPLETED,9.8,Valle de México,"Cantera, México D.F., Ciudad de México, MX","Calle Genaro Salinas, 56334 Chimalhuacán, México, MX"
60ee1235-2dd5-40e4-99b8-973ca55b4df7,2024-12-12 10:43:15,75.9,17.77,5.13,COMPLETED,14.8,Valle de México,"Agrícola Pantitlán, Pantitlán, 08100 Iztacalco, Mexico City, MX","Granjas México, 08400 Iztacalco, Mexico City, MX"
c6e2b274-e75c-4578-a3f2-44911183a84f,2024-12-12 11:05:19,78.59,16.57,6.4,COMPLETED,12.28,Valle de México,"Granjas México, 08400 Iztacalco, Ciudad de México, MX","Calle Nte. 182, México D.F., 15520 Ciudad de México, MX"
3de0dc1b-410b-46a4-95c8-c57e870c83a5,2024-12-12 11:38:03,94.18,21.08,13.25,COMPLETED,7.11,Valle de México,"Moctezuma Segunda Sección, 15530 Venustiano Carranza, Ciudad de México, MX","Col Buenavista, 06350 Cuauhtémoc, CMX, MX"
473f915d-b970-4e2c-9d71-e94a80d33a76,2024-12-12 12:04:10,59.2,21.03,3.98,COMPLETED,14.87,Valle de México,"Buenavista, 06350 Cuauhtémoc, Ciudad de México, MX","C. Querétaro, México D.F., 06700 Ciudad de México, MX"
f9a02a26-12a9-4d25-a3a0-28e3a6e011a7,2024-12-12 12:31:15,41.64,16.87,4.2,COMPLETED,9.91,Valle de México,"06760 Cuauhtémoc, Ciudad de México, MX","Tlaxpana, 11370 Miguel Hidalgo, Ciudad de México, MX"
a9eb1537-3034-42f5-abbc-b86eb17b10dd,2024-12-12 12:54:25,97.06,25.58,9.5,COMPLETED,10.22,Valle de México,"San Rafael, 06470 Cuauhtémoc, Ciudad de México, MX","San Antonio, 02720 Azcapotzalco, Ciudad de México, MX"
0fe14f36-895f-4870-b332-a211b521525e,2024-12-12 13:23:46,85.02,31.93,9.63,COMPLETED,8.83,Valle de México,"02700 Azcapotzalco, Ciudad de México, MX","Roma Norte, 06700 Cuauhtémoc, Ciudad de México, MX"
63a99366-1e90-402b-acd8-3df2a0ebbddb,2024-12-12 14:06:49,169.14,1.0,16.04,COMPLETED,10.54,Valle de México,"Roma Norte, 06700 Cuauhtémoc, Ciudad de México, MX","14300 Tlalpan, DF, MX"
0e34cc78-d8b2-4ef8-a289-ce20a7896464,2024-12-12 15:59:20,123.43,24.83,10.69,COMPLETED,11.55,Valle de México,"Av Canal de Miramontes, Tlalpan, 14390 Ciudad de México, Ciudad de México, MX","04310 Coyoacán, Mexico City, MX"
f373f4da-17e9-4709-a2a2-3ffeaf0e53fe,2024-12-12 16:29:46,134.14,23.32,9.64,COMPLETED,13.91,Valle de México,"Romero de Terreros, 04310 Coyoacán, EM, MX","México D.F., 01270 Ciudad de México, MX"
d26225f5-493c-40a4-97ae-84684e5cc741,2024-12-12 17:09:24,70.82,11.12,7.19,COMPLETED,9.85,Valle de México,"Col San Pedro de los Pinos, 01180 Álvaro Obregón, DF, MX","México D.F., 11000 Ciudad de México, MX"
54a57e9b-5c04-4a41-9472-3cd59857ed63,2024-12-12 17:18:13,116.9,26.75,16.4,COMPLETED,7.13,Valle de México,"Av. F. C. de Cuernavaca, México D.F., 11000 Ciudad de México, MX","Av. División del Nte., México D.F., 03310 Ciudad de México, MX"
01b61851-6c3c-4e15-95aa-6e402c04ca93,2024-12-12 17:49:57,179.01,38.05,21.16,COMPLETED,8.46,Valle de México,"Col Sta Cruz Atoyac, 03650 Nezahualcóyotl, DF, MX","Col Santa Isabel Tola, 07010 Gustavo A. Madero, DF, MX"
326ab5b0-680f-4ac0-a47d-5e7e04aee7ff,2024-12-12 19:04:08,78.61,7.02,3.75,COMPLETED,20.96,Valle de México,"Av Fortuna, Col Magdalena de las Salinas, 07760 Gustavo A. Madero, Ciudad de México, MX","Calz Vallejo, Pbo San Francisco Xocotitla Azcapotzalco, 02960 Ciudad de México, Ciudad de México, MX"
f17f1caa-8d87-4bb8-a5f6-0c8e0513a3bf,2024-12-12 19:06:03,168.14,21.32,15.66,COMPLETED,10.74,Valle de México,"Cuauhtémoc, 06900 Cuauhtémoc, Ciudad de México, MX","Av Javier Rojo Gomez, Col Agricola Oriental, 08500 Iztacalco, CMX, MX"
e298b636-ffdd-4b53-92cf-71e66e34c715,2024-12-12 19:49:31,101.6,16.95,11.66,COMPLETED,8.71,Valle de México,"09040 Iztapalapa, Ciudad de México, MX","Acolco, México D.F., 04330 Ciudad de México, MX"
25f9a021-cc9e-4166-b1be-ad94a33916e0,2024-12-12 20:19:12,186.91,26.87,22.71,COMPLETED,8.23,Valle de México,"04320 Coyoacán, Ciudad de México, MX","Guadalupe Insurgentes, 07870 Gustavo A. Madero, Ciudad de México, MX"
32aaf243-6d9a-437e-b97a-2798fb0251f8,2024-12-12 20:52:44,52.47,6.12,1.68,COMPLETED,31.23,Valle de México,"Av Instituto Politécnico Nacional, Capultitlan, 07760 Ciudad de México, CMX, MX","Colonia Lindavista, 07300 Gustavo A. Madero, Ciudad de México, MX"
36009acb-5036-40cc-b562-c906d3a89a0b,2024-12-12 21:08:59,57.6,14.67,7.85,COMPLETED,7.34,Valle de México,"Industrial, 07800 Gustavo A. Madero, Mexico City, MX","Doctores, 06720 Cuauhtémoc, Mexico City, MX"
0bf58b65-9d55-4cd9-949e-ad6d18a83ad3,2024-12-12 21:35:40,129.61,12.18,8.91,COMPLETED,14.55,Valle de México,"Simón Bolívar, México D.F., 06800 Ciudad de México, MX","Ampliación Aviación Civil, 15750 Venustiano Carranza, Ciudad de México, MX"
ef49e20e-bc78-47eb-b948-2f52a36e3655,2024-12-12 22:26:16,230.1,38.8,22.97,COMPLETED,10.02,Valle de México,"Centro, 06070 Cuauhtémoc, Ciudad de México, MX","Calle Emiliano Zapata, 56343 Chimalhuacán, México, MX"
1fe8b22e-5ccb-4552-a880-37a39db084cb,2024-12-12 23:33:15,57.34,5.87,5.5,COMPLETED,10.43,Valle de México,"Av Benito Bustamante, Col Niños Héroes, 56108 Texcoco, México, MX","Calle Fresno, 56300 San Salvador Atenco, México, MX"
69790e26-0602-4839-b175-4777b92a7ced,2024-12-13 17:31:56,86.09,18.32,5.43,COMPLETED,15.85,Valle de México,"Buenavista, 06350 Cuauhtémoc, Ciudad de México, MX","Jesús María, México D.F., 06060 Ciudad de México, MX"
b684276c-8047-489e-9aed-def11e33737a,2024-12-13 17:47:27,119.14,33.18,12.91,COMPLETED,9.23,Valle de México,"Centro, 06060 Cuauhtémoc, Ciudad de México, MX","Calle Papalotl, Coyoacán, 04369 Coyoacán, Ciudad de México, MX"
6212c99d-be41-48e2-8159-affccf1a1c61,2024-12-13 18:40:21,225.07,38.53,19.8,COMPLETED,11.37,Valle de México,"Santo Domingo Pedregal de Santo Domingo, 04369 Coyoacán, Ciudad de México, MX","Fray Servando T. de Mier, México D.F., 15900 Ciudad de México, MX"
15157668-33ce-4dd1-86c9-5d9ef7d39334,2024-12-13 19:33:14,123.37,17.7,12.68,COMPLETED,9.73,Valle de México,"06060 Ciudad de México, Ciudad de México, MX","Insurgentes Sur 1605-Piso 20, Col San José Insurgentes Benito Juárez, 03900 Ciudad de México, Ciudad de México, MX"
dca8dfbe-3c17-48d0-85a2-222afef8fc53,2024-12-13 19:59:38,284.72,22.65,15.5,COMPLETED,18.37,Valle de México,"Col Mixcoac, 03910 Benito Juárez, CMX, MX","Manuel Acuña, México D.F., 02730 Ciudad de México, MX"
8189b732-d75f-4227-ad47-82d6370c9c0f,2024-12-13 20:34:33,172.55,11.82,5.73,COMPLETED,30.11,Valle de México,"Azcapotzalco, 02730 San Francisco Tetecala, DF, MX","Irrigación, 11500 Miguel Hidalgo, Ciudad de México, MX"
5677e4d8-4430-4c36-8aac-d74c88c9a292,2024-12-13 21:00:00,359.14,37.08,25.02,COMPLETED,14.35,Valle de México,"Granada, 11520 Miguel Hidalg, CS, MX","Calle D Mz. III, México D.F., 04400 Ciudad de México, MX"
5cb963bf-23d6-40ae-acc4-6faaf1290343,2024-12-13 21:40:32,231.75,26.5,19.73,COMPLETED,11.75,Valle de México,"04810 Coyoacán, Ciudad de México, MX","Calle J. A. Alzate, México D.F., 11360 Ciudad de México, MX"
510b0dc3-7baf-421b-839f-0060182ef572,2024-12-13 22:40:35,212.54,25.25,15.51,COMPLETED,13.7,Valle de México,"Avenida Hidalgo, 06010 Ciudad de México, Ciudad de México, MX","Cicalco, México D.F., 04369 Ciudad de México, MX"
154e9354-f4ee-4059-bc54-55ac1483fb6b,2024-12-13 23:19:30,214.55,23.65,19.67,COMPLETED,10.91,Valle de México,"Col Xoco, 03330 Benito Juárez, CDMX, MX","20 de Noviembre, 15300 Venustiano Carranza, Ciudad de México, MX"
eafb8305-9a2b-49dc-a56e-19d6bab578bd,2024-12-14 15:42:40,59.2,5.58,2.83,COMPLETED,20.92,Valle de México,"Agrícola Oriental, 08500 Iztacalco, Ciudad de México, MX","Col Adolfo López Mateos, 15670 Ciudad de México, DF, MX"
246c452e-d4d5-4792-aeb8-9a18a16a82ad,2024-12-14 15:57:10,365.1,39.72,20.73,COMPLETED,17.61,Valle de México,"Terminal 2, Aeropuerto México Venustiano Carranza, 15620 Ciudad de México, DF, MX","San Ángel, 01000 Álvaro Obregón, Mexico City, MX"
3a717f92-5cec-40b1-9b9c-0ea1b47f6541,2024-12-14 16:32:17,176.9,26.35,12.79,COMPLETED,13.83,Valle de México,"Molino de Rosas, 01470 Álvaro Obregón, Ciudad de México, MX","04890 Cuauhtémoc, Ciudad de México, MX"
32eed4f8-3d51-42e6-9a3b-c8ce056c365d,2024-12-14 17:22:58,64.53,18.37,4.73,COMPLETED,13.64,Valle de México,"04890 Cuauhtémoc, Ciudad de México, MX","Cda 4ta y 5ta Cda de Av Jardín, Col Ampliación Cosmopolita Azcapotzalco, 02920 Ciudad de México, CMX, MX"
2dba91a6-eafb-45d2-b534-f7d228731f46,2024-12-14 17:29:56,186.27,42.3,23.14,COMPLETED,8.05,Valle de México,"Nte. 5-A, México D.F., 07780 Ciudad de México, MX","Mariano Matamoros, México D.F., 09800 Ciudad de México, MX"
37421679-886e-46dc-9ca6-66fba9141c66,2024-12-14 19:52:07,304.3,59.4,43.61,COMPLETED,6.98,Valle de México,"Cam. Real, Santiaguito, 56217 Estado de México, MX","Arango y Escandón, México D.F., 02230 Ciudad de México, MX"
c7334e2f-cd14-44a3-acb0-472d085cc824,2024-12-14 22:11:32,101.02,12.97,7.67,COMPLETED,13.17,Valle de México,"Juárez, 06600 Cuauhtémoc, Ciudad de México, MX","Botticelli, México D.F., 03700 Ciudad de México, MX"
769f5f30-03cd-4f65-a237-77bbcb47c19b,2024-12-14 22:32:25,156.89,17.77,11.86,COMPLETED,13.23,Valle de México,"Tacubaya, 11870 Miguel Hidalgo, Ciudad de México, MX","04620 Coyoacán, Ciudad de México, MX"
ee9efef1-720b-4d16-b65b-8bfd75eec75b,2024-12-14 23:00:22,91.84,15.98,8.41,COMPLETED,10.92,Valle de México,"De La Candelaria, 04380 Coyoacán, Ciudad de México, MX","Insurgentes Mixcoac, 03920 Benito Juárez, Ciudad de México, MX"
