trip_id,fecha_local,anio,mes,semana_iso,dia_semana,hora,monto_bruto,duracion_min,distancia_km,mxn_por_minuto,origen,destino,estado,enlace_google_maps
19de6048-1fed-4c48-b0ce-a926d8c1bf29,2024-07-05 22:00:36,2024,07,27,Friday,22,32.25,8.42,3.8,3.83,"01090 Álvaro Obregón, CMX, MX","Jiumate, México D.F., 04369 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=01090%20%C3%81lvaro%20Obreg%C3%B3n%2C%20CMX%2C%20MX&destination=Jiumate%2C%20M%C3%A9xico%20D.F.%2C%2004369%20Ciudad%20de%20M%C3%A9xico%2C%20MX
3c383036-c2a2-41fc-b739-d50e620b22ed,2024-07-05 19:17:42,2024,07,27,Friday,19,81.78,16.82,11.51,4.86,"Piedad Narvarte, 03000 Benito Juárez, Ciudad de México, MX","Calle Árbol del Fuego, México D.F., 04380 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Piedad%20Narvarte%2C%2003000%20Benito%20Ju%C3%A1rez%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Calle%20%C3%81rbol%20del%20Fuego%2C%20M%C3%A9xico%20D.F.%2C%2004380%20Ciudad%20de%20M%C3%A9xico%2C%20MX
aa019e7e-bd33-4938-be4f-f742b90106b0,2024-07-05 19:17:40,2024,07,27,Friday,19,60.92,10.73,4.31,5.68,"Col Xoco, 03330 Benito Juárez, DF, MX","Del Valle Norte, 03103 Benito Juárez, Mexico City, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Col%20Xoco%2C%2003330%20Benito%20Ju%C3%A1rez%2C%20DF%2C%20MX&destination=Del%20Valle%20Norte%2C%2003103%20Benito%20Ju%C3%A1rez%2C%20Mexico%20City%2C%20MX
b56ed693-6da3-413f-8269-5a5234df5d1d,2024-07-05 18:34:49,2024,07,27,Friday,18,106.29,32.8,17.16,3.24,"Santa María La Ribera, 06400 Cuauhtémoc, Ciudad de México, MX","Calz. de Tlalpan, México D.F., 04220 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Santa%20Mar%C3%ADa%20La%20Ribera%2C%2006400%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Calz.%20de%20Tlalpan%2C%20M%C3%A9xico%20D.F.%2C%2004220%20Ciudad%20de%20M%C3%A9xico%2C%20MX
5f3b6cb2-507c-4cbb-b095-f21a880254cd,2024-07-05 17:56:44,2024,07,27,Friday,17,101.29,30.47,13.01,3.32,"Felipe Ángeles y Canario, Col Bellavista Álvaro Obregón, 01140 Ciudad de México, CMX, MX","San Simón Tolnáhuac, 06920 Cuauhtémoc, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Felipe%20%C3%81ngeles%20y%20Canario%2C%20Col%20Bellavista%20%C3%81lvaro%20Obreg%C3%B3n%2C%2001140%20Ciudad%20de%20M%C3%A9xico%2C%20CMX%2C%20MX&destination=San%20Sim%C3%B3n%20Toln%C3%A1huac%2C%2006920%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
a7d7cc99-c35f-493d-9045-7e92ff0d90ae,2024-07-05 00:33:52,2024,07,27,Friday,0,35.86,3.9,2.95,9.19,"56208 Texcoco, México, MX","Camino Viejo a Chapingo, 56150 Salitrería, México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=56208%20Texcoco%2C%20M%C3%A9xico%2C%20MX&destination=Camino%20Viejo%20a%20Chapingo%2C%2056150%20Salitrer%C3%ADa%2C%20M%C3%A9xico%2C%20MX
e4f4dbd4-cd7c-4468-a5d4-bc8218fdb0f4,2024-07-04 20:22:06,2024,07,27,Thursday,20,86.6,16.75,14.26,5.17,"Eqpto Bosque de Chapultepec I Sección, 11580 Miguel Hidalgo, Ciudad de México, MX","Valentín Gómez Farías, 15010 Venustiano Carranza, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Eqpto%20Bosque%20de%20Chapultepec%20I%20Secci%C3%B3n%2C%2011580%20Miguel%20Hidalgo%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Valent%C3%ADn%20G%C3%B3mez%20Far%C3%ADas%2C%2015010%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
1b1ad223-1fac-4a87-ad4e-417e83fe4c93,2024-07-04 20:10:25,2024,07,27,Thursday,20,55.23,13.0,5.68,4.25,"Paseo De La Reforma, 06300 Cuauhtémoc, Ciudad de México, MX","Lago Bangueolo, México D.F., 11520 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Paseo%20De%20La%20Reforma%2C%2006300%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Lago%20Bangueolo%2C%20M%C3%A9xico%20D.F.%2C%2011520%20Ciudad%20de%20M%C3%A9xico%2C%20MX
27e22e6c-e82e-5f46-a643-33a35fe75923,2024-07-14 14:00:00,2024,07,28,Sunday,14,1.47,0.0,0.0,0.0,Ubicación no disponible,Ubicación no disponible,,
4a7a981e-d171-5655-bffd-b8bb0271c531,2024-07-14 14:00:00,2024,07,28,Sunday,14,6.35,0.0,0.0,0.0,Ubicación no disponible,Ubicación no disponible,,
20ec939e-2a43-5e1b-be2e-7b2093535abe,2024-07-13 14:00:00,2024,07,28,Saturday,14,100.0,0.0,0.0,0.0,Ubicación no disponible,Ubicación no disponible,,
f9247508-10c6-5a68-acdc-408d7c3a8a20,2024-07-20 14:00:00,2024,07,29,Saturday,14,100.0,0.0,0.0,0.0,Ubicación no disponible,Ubicación no disponible,,
32d25c4c-0a3c-55b5-b07a-41141d043df4,2024-07-27 14:00:00,2024,07,30,Saturday,14,100.0,0.0,0.0,0.0,Ubicación no disponible,Ubicación no disponible,,
